ICAO,Name,City,Elevation,Longitude,Latitude
EVSD,Slampes lidlauks,Smarde,148,23.26696587,56.84661102
EVSE,Seda Airport,Seda,199,25.83819199,57.55791092
EVSL,Vitrupes lidlauks,Salacgriva,12,24.39239502,57.64757919
EVSR,Madlienas lidlauks,Skriveri,378,25.12378311,56.79211426
EVST,Stalbes lidlauks,Stalbe,204,25.01156616,57.38002014
EVTA,Jūrmala Airport,Tukums,215,23.2238102,56.94252014
EVTE,Talsi Airfield,Talsi,220,22.56565285,57.25444794
EVTI,Valgundes lidlauks,Tireli,2,23.65446091,56.77206039
EVTR,Zaļenieku lidlauks,Tervete,60,23.53413773,56.54689789
EVTV,Tervete Airport,Tervete,31,23.47905731,56.6149025
EVVA,Ventspils Intl,Ventspils,15,21.54411316,57.35782242
EVVD,Lubes lidlauks,Valdemarpils,138,22.58306122,57.44071579
EVVI,Viļānu lidlauks,Vilani,349,26.94368362,56.59241486
EVVK,Vilaka Airport,Vilaka,422,27.50887871,57.46825027
EVVL,Valmiera Airfield,Valmiera,186,25.44413567,57.55883026
EX2,Eaglesham,Eaglesham,1845,-117.8924179,55.80937195
EXBA,Aufsess Airport,Aufsess,1521,11.22312832,49.85696793
EXCA,Bad Lippspringe Airport,Bad Lippspringe,425,8.784919739,51.78923035
EXCB,Brandis Airport,Brandis,498,12.6103735,51.35847092
EXEA,Agrarflugplatz Brodau,Dobernitz,333,12.32985878,51.49866104
EXEB,Dassel Airport,Dassel,556,9.754974365,51.78638458
EXFA,Donstorf UL,Eydelstedt,106,8.556958199,52.65512085
EXGA,UL-Flugplatz Hohenstein,Friedrichsthal,865,10.57888889,51.53364944
EXGB,Florstadt Airport,Florstadt,572,8.869918823,50.2854805
EXHA,Schwaigern/Stetten UL,Gemmingen,759,8.987566948,49.14159775
EXHB,UL Flugfeld Gössenheim,Gossenheim,738,9.772647858,50.02827072
EXIA,Halver Airport,Halver,1382,7.504323483,51.17388916
EXIB,Hermannsburg Airport,Hermannsburg,243,10.04021835,52.82234573
EXIC,Heiligengrabe Airport,Heiligengrabe,302,12.36635399,53.27535248
EXMA,Deisterflieger UL,Lauenau,363,9.377297401,52.29418564
EXMB,Agrarflugplatz Laußig,Laussig,321,12.64321232,51.53500748
EXNA,Mehrstetten Airport,Mehrstetten,2510,9.622422218,48.40585709
EXOA,Naunheim / Maifeld UL,Naunheim,652,7.332147121,50.2582283
EXOB,Gersdorf UL,Nennslingen,1803,11.14118385,49.03187561
EXOC,Obersöllbach UL,Neuenstein,914,9.558432579,49.18400192
EXUA,Walxheim-Unterschneidheim UL,Tannhausen,1677,10.3236599,48.95360184
EYAL,Alytus,,253,24.05561066,54.41455841
EYAN,Pečiulių aerodromas,Anyksciai,467,25.19549179,55.49411011
EYAR,Paliepiai Air Base,Ariogala,308,23.51893044,55.32102966
EYBI,Birzai,,180,24.76109123,56.17500305
EYBR,Birzai Airport,Birzai,136,24.60054779,56.23965836
EYDR,Druskininkai,,303,23.94389725,54.01503372
EYGE,Naukaimio aerodromas,Gelgaudiskis,172,22.96479034,55.1313858
EYIG,Ignalina,,558,26.17214584,55.24414444
EYJB,Jurbarkas Aerodromas,Jurbarkas,132,22.76527023,55.11823273
EYKA,Kaunas Intl,Kaunas,248,24.08478546,54.96392059
EYKD,Kedainiai,Kedainiai,158,23.9561615,55.31177521
EYKE,Slikiai Airstrip,Kedainiai,172,24.0694313,55.20814896
EYKL,Klaipeda,,44,21.24031258,55.7118187
EYKR,Kazlu Ruda Airport,Kazlu Ruda,213,23.53259277,54.80619431
EYKS,S Dariaus,S Dariaus,231,23.8803463,54.88266373
EYKT,Kartena Airport,Salantai,236,21.56831169,55.92076492
EYKU,Kupiškio aerodromas,Kupiskis,305,24.95806313,55.85262299
EYKV,Airport,Kalvarija,532,23.16795158,54.36577606
EYLN,Valenčiūnai Airport,Gelgaudiskis,153,22.97442436,55.02205276
EYMM,Sasnava,,216,23.45334435,54.6656456
EYMO,Moletai,,624,25.3369751,55.11299133
EYND,Nida Airport,Nida,-1,21.04564857,55.32787323
EYPA,Palanga Intl,Palanga,33,21.09385109,55.97310638
EYPI,Panevėžys Istra Airport,Panevezys,152,24.35718727,55.82811737
EYPN,Panevėžys Airport,Panevezys,161,24.34207726,55.70791626
EYPP,Pajuostis,Pajuostis,197,24.46072197,55.72888184
EYPR,Pocinai Airport,Birstonas,197,24.06114388,54.64875031
EYPS,Ličiūnai Airstrip,Pasvalys,142,24.54468918,56.06125259
EYPV,Kalno aerodromas,Pasvalys,114,24.3453064,55.98414993
EYRD,Rudiskes,,515,24.71815681,54.49591827
EYRK,Rokiškis Airport,Rokiskis,453,25.60543442,55.9728775
EYRO,Rojunai,,163,24.22175026,55.6106987
EYRU,Jonava Airport,Jonava,267,24.36285782,55.01041412
EYSA,Siauliai Intl,Siauliai,441,23.39374542,55.89293289
EYSB,Barysiai,Barysiai,270,23.55808258,56.07056808
EYSE,Seduva,,294,23.80449295,55.74599457
EYSI,Šilute Air Base,Silute,59,21.52787399,55.33628845
EYSK,Griškabūdis Airstrip,Sakiai,167,23.19643211,54.82972717
EYTL,Telšiai Airport,Telsiai,397,22.28779221,55.98641586
EYTR,Taurage,,125,22.14999008,55.2316246
EYUT,Utena,,593,25.71811485,55.48910141
EYVA,Keturvalakiai Airstrip,Vilkaviskis,232,23.15677071,54.57073975
EYVI,Vilnius Intl,Vilnius,622,25.28581047,54.63419342
EYVK,Kyviskes,,519,25.51210785,54.66815186
EYVL,Vilkaviškis Airfield,Vilkaviskis,151,23.00073814,54.68729401
EYVV,Vilkaviskis Airport,Vilkaviskis,180,22.93481636,54.65034103
EYZA,Zarasai,,535,26.26214981,55.75180817
F00,Jones,Bonham,615,-96.17935181,33.61312103
F01,Quanah Mun,Quanah,1598,-99.75939178,34.27790451
F02,Fairgrounds,Hardin,2911,-107.6140518,45.72513199
F05,Wilbarger Co,Vernon,1259,-99.28378296,34.22571564
F06,Marian,Wellington,2001,-100.1958313,34.84512329
F08,Eufaula Mun,Eufaula,628,-95.62739563,35.29831696
F09,Olustee Mun,Olustee,1346,-99.43385315,34.51722336
F10,Henryetta Mun,Henryetta,839,-96.01584625,35.40690231
F13,Shell Creek Airpark,Punta Gorda,20,-81.91639709,26.96868706
F14,Wichita Valley,Wichita Falls,989,-98.61601257,33.94770813
F17,Center Mun,Center,305,-94.1563797,31.83157921
F21,Memphis Mun,Memphis,2086,-100.5295486,34.73885727
F22,Perry Mun,Perry,988,-97.27391052,36.38478088
F23,Ranger Mun,Ranger,1463,-98.68139648,32.45152664
F30,Sulphur Mun,Sulphur,1051,-96.99021912,34.52704239
F31,Lake Texoma State Park,Kingston,693,-96.6427536,33.99100494
F32,Healdton Mun,Healdton,955,-97.4729538,34.25491714
F34,Firebaugh,Firebaugh,157,-120.4644775,36.86000824
F35,Possum Kingdom,Graford,1008,-98.43686676,32.92334747
F36,Cordell Mun,Cordell,1566,-98.96786499,35.29595184
F37,Carrizozo Mun,Carrizozo,5358,-105.8956833,33.64918137
F41,Ennis Mun,Ennis,488,-96.66387939,32.32976532
F43,Downtown,El Dorado,256,-92.66320801,33.19124985
F44,Athens Mun,Athens,438,-95.82833862,32.1638298
F46,Rockwall Mun,Rockwall,564,-96.43545532,32.93061066
F47,St George Island,Apalachicola,3,-84.91519928,29.64424133
F48,Nocona,Nocona,895,-97.73838043,33.77410126
F49,Slaton Mun,Slaton,3121,-101.6610031,33.48426437
F50,Lake Whitney State Park,Whitney,552,-97.36052704,31.92493439
F51,Winnsboro Mun,Winnsboro,503,-95.27883911,32.93883896
F53,Franklin Co,Mt Vernon,404,-95.23723602,33.2153244
F56,Arledge,Stamford,1557,-99.73602295,32.90913773
F62,Hayfork,Hayfork,2325,-123.1796265,40.54697418
F66,Carroll,De Soto,701,-96.86634827,32.55748749
F68,Anadarko Mun,Anadarko,1274,-98.26408386,35.05220413
F69,Airpark-Dallas,Dallas,695,-96.83675385,33.02334213
F70,French Valley,Murrieta/Temecula,1345,-117.1284866,33.57419586
F72,Franklin,Franklin,21,-121.4292603,38.30395889
F75,Harrison,Knox City,1500,-99.81587219,33.43700027
F78,Horseshoe Bend,Weatherford,715,-97.87231445,32.57097626
F82,Town And Country,Lubbock,3200,-101.8123322,33.48526382
F83,Abernathy Mun,Abernathy,3327,-101.7628098,33.8443985
F85,Cochran,Morton,3746,-102.7342834,33.73188019
F86,Columbia,Columbia,65,-92.05451965,32.12216568
F87,Union Parish,Farmerville,119,-92.33722687,32.72483444
F88,Jonesboro Mun,Jonesboro,253,-92.73297119,32.20199966
F89,Winnsboro Mun,Winnsboro,77,-91.69859314,32.15304184
F92,Kingfisher,Kingfisher,1063,-97.95297241,35.87665939
F95,Calhoun Co,Blountstown,119,-85.11380768,30.48707962
F97,Seagraves,Seagraves,3366,-102.540184,32.95458603
F98,Yoakum Co,Plains,3688,-102.8305435,33.21712875
F99,Holdenville Mun,Holdenville,858,-96.41611481,35.08531952
FA02,Hendry Correctional Institution,Sunniland,19,-81.22731018,26.3098793
FA07,Panama City Beach Airstrip,Panama City Beach,11,-85.82024384,30.20439911
FA08,Worlds Greatest Aircraft Collection,Polk City,139,-81.81128693,28.16551399
FA0D,De Aar Military,De Aar Military,4048,23.92000198,-30.63656616
FA0E,Punda Milia,Punda Milia,1437,31.0108757,-22.77005196
FA0F,Ganspan,Ganspan,3768,24.81679726,-27.94290733
FA10,Apel Airport,Apel,2411,29.78452873,-24.26612282
FA11,Bird Field,Jennings,150,-83.25938416,30.6218338
FA18,Devils Garden Strip,La Belle,18,-81.02005768,26.44418144
FA24,Horseshoe Acres Airpark,Indiantown,9,-80.61183167,27.09510994
FA25,Lephalale Airport,Lephalale,4590,28.09407806,-23.91062927
FA26,Dogwood Farm,Havana,200,-84.45102692,30.53806496
FA27,Ellsworth Field,Arcadia,60,-81.78007507,27.20583916
FA28,Lephalale Airport,Lephalale,3989,28.37092209,-23.83939362
FA29,Lumar Field,Perry,65,-83.55183411,30.12919617
FA30,Buz's Airstrip,Morriston,65,-82.50054932,29.27717209
FA32,Circle P,Perry,83,-83.44979095,30.10452652
FA35,Lindbergh's Landing,Miami,9,-80.48873901,25.61969948
FA36,White Farms,Chiefland,38,-82.87322235,29.51663589
FA37,Wing South Airpark,Naples,8,-81.7022934,26.11659241
FA38,Woods and Lakes Airpark,Oklawaha,100,-81.88722229,29.1242466
FA39,Mount Ayliff Airport,Mount Ayliff,3251,29.35357857,-30.81244469
FA40,Hidden Lake,New Port Richey,30,-82.64034271,28.28334236
FA42,Sheets,Groveland,118,-81.8468399,28.53441429
FA43,Dog Island,Carrabelle,4,-84.5880127,29.80964088
FA44,Willis,Boynton Beach,18,-80.21469879,26.54841042
FA49,Shady Intl,Ocala,102,-82.17772675,29.09687042
FA50,Kennedy,Reddick,82,-82.14954376,29.36347198
FA51,William's Sky Manor,La Belle,15,-81.50588989,26.73948288
FA54,Coral Creek,Placida,6,-82.25260925,26.85374832
FA55,Garnair,Bonifay,105,-85.76828003,30.77926254
FA60,Vince's Condominium Association,Lake Placid,115,-81.38774872,27.23888588
FA63,Leffler,Alamana,38,-81.12528992,28.95864105
FA64,Montgomery Ranch,Arcadia,75,-81.58676147,27.07404137
FA69,Duda Airstrip,Belle Glade,14,-80.63751984,26.58834839
FA71,The Cedars Airfield,Cedar Key,8,-82.94309235,29.22821617
FA72,Groblersdal Airport,Groblersdal,3733,29.61792946,-25.2006588
FA74,Romor Ranch,Ochopee,12,-81.04163361,25.9855957
FA80,Lost Horn Ranch,Ochopee,12,-81.08191681,25.968256
FA81,Tavernaero Park,Tavernier,10,-80.53294373,25.00495338
FA83,Long & Scott Farms,Zellwood,80,-81.65479279,28.72157478
FA85,Himeville Airport,Himeville,5649,29.34192848,-29.83550453
FA88,Port Shepstone Airport,Port Shepstone,184,30.42513275,-30.77108955
FA89,Greytown Airport,Greytown,3451,30.53806114,-29.21116638
FA92,Izingolweni Airport,Izingolweni,1950,30.24224854,-30.67572212
FA93,Dj Farm,Jasper,85,-83.1441803,30.4559803
FA99,Camperdown Airport,Camperdown,2352,30.55034065,-29.7478447
FAAB,Alexander Bay,Alexander Bay,82,16.5306797,-28.57142067
FAAC,Makapanstad Airport,Makapanstad,3555,28.35715866,-25.34679985
FAAE,Aberdeen Airport,Graaff-Reinet,2463,24.06413269,-32.46607971
FAAF,Andrew's Field Airport,Bredasdorp,33,20.03641319,-34.76333618
FAAG,Aggeneys,Aggeneys,2648,18.81380272,-29.28178406
FAAH,Ashton Airport,Ashton,3314,19.99039078,-33.56313705
FAAJ,Makapanstad Airport,Makapanstad,3629,28.42363548,-25.31128502
FAAL,Alldays,Alldays,2684,29.05536842,-22.67909813
FAAM,Bronkhorstspruit Airport,Bronkhorstspruit,4981,28.54730797,-25.90275002
FAAN,Aliwal North,Aliwal North,4410,26.73121452,-30.6805954
FAAO,Ga-Rankuwa Airport,Ga-Rankuwa,4338,28.03267097,-25.65549088
FAAP,Arnot Power Station,Arnot,5578,29.81031609,-25.94123459
FAAQ,Ga-Rankuwa Airport,Ga-Rankuwa,4180,28.04470062,-25.70524979
FAAR,Cullinan Airport,Cullinan,3867,28.56334114,-25.40613937
FAAT,Ashton Airport,Ashton,3375,19.85639954,-33.46112061
FAAU,Centurion Airport,Centurion,4675,28.3787117,-25.81800842
FAAV,Modimolle Airport,Modimolle,4801,28.39297676,-24.13456917
FAAW,Lephalale Airport,Lephalale,4715,28.11875534,-24.07931709
FAAX,Warmbaths Airport,Warmbaths,3766,28.17982101,-24.90837479
FAAY,Mokopane Airport,Mokopane,4627,28.52329445,-24.06874275
FAAZ,Modimolle Airport,Modimolle,4355,28.33653831,-24.16965103
FABA,Microland Flight Park,Tembisa,5301,28.38235092,-25.97742081
FABB,Benoni,Brakpan,5300,28.30226707,-26.23875618
FABC,Brown's Landing Airport,Butterworth,338,28.32177162,-32.69645309
FABD,Burgersdorp,Burgersdorp,4715,26.30771065,-30.98177528
FABE,Bisho,Bisho,1946,27.27934074,-32.89712906
FABF,Barkly East Airport,Barkly East,5837,27.61017418,-30.97107124
FABG,Buffelshoek Airport,Thulamahashi,1343,31.58828735,-24.70249939
FABH,Bethal,Bethal,6251,30.04202652,-25.65853882
FABI,Venterstad Airport,Burgersdorp,4213,25.7890377,-30.77455139
FABJ,Anton Fourie Farm Airport,Bothaville,4266,26.33698654,-27.50164223
FABK,Bushmans Kloof Airport,Clanwilliam,1034,19.04342842,-32.03500366
FABL,Bloemfontein Intl,Bloemfontein,4426,26.29943657,-29.09256744
FABM,Bethlehem,Bethlehem,5533,28.3357029,-28.24764442
FABN,Brandfort Airport,Brandfort,4492,26.42071342,-28.69090462
FABO,Bothaville,Bothaville,4287,26.62934494,-27.36676216
FABP,Black Rock Airport,Kathu,3442,22.84630775,-27.12980652
FABQ,Blue Mountain Valley Airport,Brits,4140,27.6313591,-25.85671234
FABR,Barberton Airport,Barberton,2233,30.9750576,-25.71735573
FABS,Brits,Brits,3740,27.77558136,-25.53329086
FABU,Bultfontein Airport,Bultfontein,4401,26.13621712,-28.2726078
FABV,Brandviei Airport,Williston,3027,20.46885681,-30.46712685
FABW,Beaufort West,Beaufort West,2930,22.66703415,-32.30666733
FABX,Beatrix Airport,Virginia,4516,26.7716217,-28.24483871
FABZ,Bizana,Bizana,2712,29.86467361,-30.859869
FACB,Colesberg,Colesberg,4625,25.06588936,-30.73553848
FACC,Arathusa Safari Lodge Airport,Thulamahashi,1295,31.51790237,-24.74037361
FACD,Cradock,Cradock,3125,25.64554977,-32.15605164
FACE,Ceres Airport,Ceres,1932,19.42741966,-33.3163681
FACF,Cap St Francis Airport,Jeffrey's Bay,123,24.83583069,-34.1865387
FACG,Caledon Airfield,Caledon,936,19.41723061,-34.25857544
FACH,Somerset East Airport,Somerset East,2158,25.81662369,-32.63886642
FACI,Citrusdal Airport,Piketberg,534,19.00352287,-32.61883926
FACK,Christiana Airport,Christiana,3981,25.20430183,-27.87715149
FACL,Carolina,Carolina,5426,30.09352684,-26.07842064
FACN,Carnarvon,Carnarvon,4150,22.13162613,-30.9896965
FACO,Alkantpan,,3591,22.31796837,-29.90664864
FACP,Adamsfontein Airport,Colesberg,3970,25.26484108,-30.5814476
FACQ,Barkley West Airport,Barkly West,3651,24.53897858,-28.52960205
FACR,Carletonville,Carletonville,5018,27.35072136,-26.36885452
FACT,Cape Town Intl,Cape Town,146,18.60421944,-33.9703064
FACU,Ballito Bay (Dophin Coast) Airport,Ballitoville,228,31.177742,-29.48936844
FACV,Calvinia,Calvinia,3250,19.72587585,-31.50026131
FACW,Clanwilliam Airport,Clanwilliam,394,18.88170815,-32.17657852
FACX,Cathcart Airport,Ilinge,3974,27.13758659,-32.28780365
FACY,Stilbaai Airport,Riversdale,284,21.42713356,-34.35072708
FADA,De Aar,De Aar,4159,24.02436066,-30.69235992
FADB,Dwaalboom,Dwaalboom,3650,26.83106041,-24.80515289
FADC,Douglas Airport,Douglas,3370,23.8022995,-29.0752697
FADD,Dundee,Dundee,4220,30.22199631,-28.18305397
FADF,Fochville Airport,Fochville,4781,27.48891068,-26.51173401
FADH,Durnacol Airport,Dannhauser,4321,30.00564384,-28.04652596
FADI,Aero 57 Airport,Diepsloot,5044,28.08180618,-25.90192223
FADK,Dukuduku,Dukuduku,236,32.24645996,-28.36756516
FADL,Delareyville,Delareyville,4495,25.47393036,-26.68093109
FADO,Dendron Airport,Dendron,3396,29.32651329,-23.37862396
FADP,Kirkwood Airport,Kirkwood,961,25.25674629,-33.09666061
FADQ,Zulu Inyala Airport,Hluhluwe,163,32.30948257,-27.84871292
FADR,Dunnottar Airfield,Nigel,5226,28.46545029,-26.35531616
FADS,De Doorns Airport,Worcester,1614,19.6837635,-33.45595551
FADT,Bateleur Airport,Douglas,3351,23.64643097,-29.14401245
FADU,Walkersons Field,,6046,30.18756866,-25.36102486
FADW,Battlefields Airport,Dundee,4064,30.28699684,-28.13262558
FADX,Delta 200 Airstrip,Atlantis,213,18.47221756,-33.64987564
FADY,Aero Den Airport,Brits,4024,27.7395401,-25.72245407
FADZ,Drakensberg Gardens Airport,Himeville,5460,29.266716,-29.74249649
FAEB,Evander Landing Strip Airport,eMbalenhle,5295,29.08187485,-26.49065399
FAEC,Estcourt,Estcourt,4241,29.90863228,-29.04577827
FAED,Edenburg Airport,Trompsburg,4526,25.89990044,-29.74966621
FAEE,Mkambati Airport,Bizana,351,29.9883461,-31.28514481
FAEF,Bredasdorp Airport,Bredasdorp,30,20.06190681,-34.66705704
FAEG,Grabouw Airport,Grabouw,1104,19.05282974,-34.17136002
FAEH,Winterveldt Mine Airport,Burgersfort,2906,30.18077469,-24.66048431
FAEI,Aviators Paradise Field,Brits,3785,27.78277206,-25.69270134
FAEJ,Bloemhof Airport,Bloemhof,4121,25.58180046,-27.61074448
FAEK,Sunset Shores Airfield,Deneysville,4963,28.19818687,-26.85128021
FAEL,East London,East London,404,27.82380295,-33.03615952
FAEM,Empangeni Airport,Empangeni,231,31.89286232,-28.7193737
FAEN,Mokopane Airport,Mokopane,5114,28.6393261,-24.19164085
FAEO,Ermelo,Ermelo,5800,29.98005104,-26.49522018
FAEP,Leeukop Farm Airfield,Deneysville,4958,28.07167625,-26.8667717
FAEQ,Vaal Dam Airfield,Deneysville,4902,28.14262772,-26.94059944
FAER,Matimba,Matimba,2803,27.68772888,-23.7261982
FAES,Eshowe,Eshowe,1697,31.45586205,-28.88032722
FAET,Elliot Airport,Elliot,5036,27.85112572,-31.30774879
FAEU,Cape Town Airport,Cape Town,36,18.36417961,-33.80051804
FAEV,Clanwilliam Airport,Clanwilliam,361,18.92900276,-32.26708984
FAEW,Port Elizabeth Airport,Port Elizabeth,283,25.35183144,-34.00094986
FAEX,Clanwilliam Airport,Clanwilliam,1088,18.89347076,-32.28369904
FAEY,Caledon Airport,Caledon,1019,19.72705841,-34.09740448
FAEZ,Caledon Airport,Caledon,122,19.47247314,-34.42683792
FAFA,Caledon Airport,Caledon,73,19.51567459,-34.42039108
FAFB,Ficksburg Sentraoes,Ficksburg Sentraoes,5315,27.9087162,-28.82325745
FAFC,Clanwilliam Airport,Clanwilliam,947,19.30315018,-32.13759613
FAFD,Clanwilliam Airport,Clanwilliam,1022,19.71374893,-32.33716965
FAFE,Calvinia Airport,Calvinia,1148,19.84238052,-32.40102768
FAFF,Frankfort Airport,Frankfort,5169,28.51503563,-27.28696442
FAFG,Flamingo Vlei Airport,Williston,3098,21.12208557,-30.49180984
FAFH,Calvinia Airport,Calvinia,1039,19.75340652,-32.33425522
FAFI,Ceres Airport,Ceres,1659,19.77537727,-32.86755753
FAFJ,Calvinia Airport,Calvinia,2985,19.56314659,-30.50262642
FAFK,Fisantekraal,Fisantekraal,399,18.74121284,-33.77170563
FAFL,Bredasdorp Airport,Bredasdorp,46,20.41872978,-34.45411301
FAFM,Bredasdorp Airport,Bredasdorp,79,20.08425903,-34.54825974
FAFN,Beaufort West Airport,Beaufort West,2574,21.99327469,-32.36016464
FAFO,Fort Beaufort,Fort Beaufort,1736,26.57715988,-32.79042435
FAFP,Carnarvon Airport,Carnarvon,3158,21.85251045,-30.35159111
FAFQ,Carnarvon Airport,Carnarvon,3413,21.45543671,-30.69058037
FAFR,Fraserburg Airport,Williston,4165,21.50120735,-31.93140221
FAFS,Carnarvon Airport,Carnarvon,4143,22.02667618,-31.4135704
FAFT,Carnarvon Airport,Carnarvon,4451,22.35655212,-31.49655533
FAFV,Beaufort West Airport,Beaufort West,4460,22.11792564,-31.9312191
FAFW,Freeway Airport,Mabopane,3818,28.28964806,-25.47412872
FAFX,Carnarvon Airport,Carnarvon,3749,22.53914452,-30.46305084
FAFY,Douglas Airport,Douglas,3364,23.76813507,-29.07847595
FAFZ,Douglas Airport,Douglas,3308,23.73051071,-29.09603882
FAGB,Groblershoop Airport,Groblershoop,2867,21.99276733,-28.91203499
FAGC,Grand Central,Grand Central,5286,28.14056969,-25.98707199
FAGD,Shingwedzi Camp Airstrip,Giyani,904,31.42766762,-23.11510277
FAGE,Hondeklip Bay Airstrip,Garies,102,17.28982353,-30.33672142
FAGF,George Airport,George,829,22.4867115,-33.94947815
FAGG,George,George,635,22.37787819,-34.00553131
FAGI,Giyani,Giyani,1584,30.65021133,-23.28375435
FAGK,Groblershoop Airport,Groblershoop,3228,22.1040802,-29.39204216
FAGL,Kobus De Villiers,Groblersdal,3042,29.40350342,-25.18657303
FAGM,Rand,Johannesburg,5454,28.14989471,-26.24219131
FAGN,Pumba air strip,Grahamstown,1847,26.34596825,-33.39188766
FAGO,Gowrie Airport,Thulamahashi,1273,31.56065941,-24.73722649
FAGP,Groblershoop Airport,Groblershoop,3021,21.78006363,-28.91059685
FAGQ,Groblershoop Airport,Groblershoop,3506,22.20093727,-28.42225838
FAGR,Graaff Reinet,Graaff Reinet,2591,24.53962708,-32.19236374
FAGT,Grahamstown,Grahamstown,2135,26.49697113,-33.28538132
FAGU,Groblershoop Airport,Groblershoop,3646,22.38376236,-28.81232452
FAGV,Gravelotte Airport,Nkowakowa,1636,30.69647789,-23.91156769
FAGW,Magwa Airport,Port Saint John's,1723,29.69336319,-31.39455032
FAGX,Groblershoop Airport,Groblershoop,3460,22.20610809,-28.57213783
FAGY,Greytown,Greytown,3501,30.58711052,-29.12168884
FAGZ,Groblershoop Airport,Groblershoop,2908,22.10504532,-28.86889267
FAHA,Harmony,Harmony,4395,26.86001778,-28.07818985
FAHC,Howick Airport,Mpophomeni,3615,30.2125721,-29.554245
FAHE,Pullenshope Hendrina Airport,Hendrina,5173,29.61870956,-25.97719383
FAHF,Henrys Flats Airport,Somerset East,1718,25.71492767,-33.04411316
FAHG,Heidelberg,Heidelberg,5078,28.39063263,-26.50635147
FAHI,Halfweg Airport,Pofadder,3163,20.13884354,-30.01237869
FAHL,Hluhluwe Airport,Hluhluwe,249,32.27540207,-28.01608849
FAHN,Hennenman Airport,Hennenman,4622,27.08102798,-28.02715302
FAHO,Heilbron,Heilbron,5200,27.99695396,-27.2775135
FAHP,Hoopstad,Hoopstad,4134,25.9166584,-27.82158852
FAHQ,Sterkfontein Airport,Harrismith,5465,29.00424385,-28.37539291
FAHR,Harrismith,Harrismith,5555,29.10692406,-28.23438263
FAHS,Hoedspruit AB,Hoedspruit,1711,31.04871559,-24.36873436
FAHT,Hoedspruit Airport,Hoedspruit,1785,30.94605827,-24.34762573
FAHU,H.M.S.Bastard Memorial,H.M.S.Bastard Memorial,4700,29.5007782,-30.54177475
FAHV,Gariep Dam,Gariep Dam,4176,25.5283432,-30.56203842
FAHW,Bartsrus Airport,Hoopstad,4150,25.83532906,-27.956707
FAHY,Hippo Pools Airport,Hoedspruit,1251,30.81255531,-24.19964981
FAHZ,Kathu Airport,Kathu,3474,22.94764709,-27.21364021
FAIA,Pongola Airport,Pongola,2833,31.29979134,-27.53183937
FAIC,Nederland Airport,Hoedspruit,1326,31.28920555,-24.29998398
FAID,Idutywa,Idutywa,2574,28.31724739,-32.10945129
FAIE,Boulders Game Ranch Airport,Hoedspruit,1479,30.91195869,-24.10768509
FAIG,Hopetown Airport,Hopetown,3612,24.095438,-29.62988281
FAIH,Orania Airport,Hopetown,3651,24.3930912,-29.81607628
FAIJ,Hermanus Airport,Hermanus,46,19.47585297,-34.63010025
FAIL,Douglas Airport,Douglas,3293,23.34329987,-29.1940136
FAIM,Douglas Airport,Douglas,3325,23.95983124,-29.02459526
FAIN,Douglas Airport,Douglas,3357,23.28316307,-29.30465698
FAIO,Danielskuil Airport,Danielskuil,4868,23.50784302,-28.18112373
FAIP,Douglas Airport,Douglas,3435,23.7655468,-28.96734619
FAIQ,Graaff-Reinet Airport,Graaff-Reinet,3518,24.97842789,-32.32039642
FAIR,Colesberg Airport,Colesberg,4096,24.92997169,-30.42187691
FAIS,Isithebe Airport,Sundumbili,344,31.40694809,-29.10577202
FAIT,Barkly West Airport,Barkly West,3681,24.6790123,-28.49303436
FAIU,Hartswater Airport,Hartswater,4197,24.97428703,-27.79743958
FAIV,Ingwavuma Airport,Nsoko,2280,32.00877762,-27.11639786
FAIW,Indwe Airport,Lady Frere,4187,27.35065842,-31.48538208
